lemma[key],pos[key],positive,negative,sentiment,ambiguous,ambiguous-when-modified,positive-when-modified
practicable,a,1,0,0,0,0,0
practical,a,1,0,0,0,0,0
praise,v,1,0,0,0,0,0
prance,v,1,0,0,0,0,0
precious,a,1,0,0,0,0,0
precipitate,v,0,1,0,0,0,0
predicament,n,0,1,0,0,0,0
preeminent,a,1,0,0,0,0,0
premium,a,1,0,0,0,0,0
preparatory,a,1,0,0,0,0,0
preposterous,a,0,1,0,0,0,0
prestige,n,1,0,0,0,0,0
presumptuous,a,0,1,0,0,0,0
pretend,v,0,1,0,0,0,0
pretense,n,0,1,0,0,0,0
pretentious,a,0,1,0,0,0,0
prettily,a,1,0,0,0,0,0
prettily,r,1,0,0,0,0,0
pretty,a,1,0,0,0,0,0
priceless,a,1,0,0,0,0,0
primarily,a,1,0,0,0,0,0
prime,a,1,0,0,0,0,0
privileged,a,1,0,0,0,0,0
privy,a,1,0,0,0,0,0
proactive,a,1,0,0,0,0,0
procrastinate,v,0,1,0,0,0,0
prodigious,a,1,0,0,0,0,0
productive,a,1,0,0,0,0,0
profess,v,1,0,0,0,0,0
proffer,v,1,0,0,0,0,0
proficient,a,1,0,0,0,0,0
profit,v,1,0,0,0,0,0
profitable,a,1,0,0,0,0,0
progress,n,1,0,0,0,0,0
progress,v,1,0,0,0,0,0
progressive,a,1,0,0,0,0,0
prohibit,v,0,1,0,0,0,0
prohibitive,a,0,1,0,0,0,0
prolific,a,1,0,0,0,0,0
prominence,n,1,0,0,0,0,0
prominent,a,1,0,0,0,0,0
promising,a,1,0,0,0,0,0
prompt,v,1,0,0,0,0,0
promptly,a,1,0,0,0,0,0
propitious,a,1,0,0,0,0,0
proprietary,a,1,0,0,0,0,0
prosecute,v,1,0,0,0,0,0
prosecution,n,0,1,0,0,0,0
prosper,v,1,0,0,0,0,0
prosperity,n,1,0,0,0,0,0
prosperous,a,1,0,0,0,0,0
protect,v,1,0,0,0,0,0
protection,n,1,0,0,0,0,0
protest,n,0,1,0,0,0,0
protest,v,0,1,0,0,0,0
providence,n,1,0,0,0,0,0
provocation,n,0,1,0,0,0,0
provoke,v,0,1,0,0,0,0
prowl,v,0,1,0,0,0,0
prudence,n,1,0,0,0,0,0
prudent,a,1,0,0,0,0,0
pry,v,0,1,0,0,0,0
punch,v,0,1,0,0,0,0
punctual,a,1,0,0,0,0,0
punish,v,0,1,0,0,0,0
purification,n,1,0,0,0,0,0
purify,v,1,0,0,0,0,0
purity,n,1,0,0,0,0,0
purposeful,a,1,0,0,0,0,0
purr,v,1,0,0,0,0,0
pussyfoot,v,0,0,1,0,0,0
qualified,a,1,0,0,0,0,0
qualify,v,1,0,0,0,0,0
quarrel,n,0,1,0,0,0,0
quarrel,v,0,1,0,0,0,0
quarrelsome,a,0,1,0,0,0,0
quench,v,1,0,0,0,0,0
questionable,a,0,1,0,0,0,0
quibble,v,0,1,0,0,0,0
quicken,v,1,0,0,0,0,0
quit,v,0,1,0,0,0,0
radiant,a,1,0,0,0,0,0
radiate,v,1,0,0,0,0,0
radical,a,0,1,0,0,0,0
raid,v,0,1,0,0,0,0
ramble,v,0,1,0,0,0,0
rampant,a,0,1,0,0,0,0
rapt,v,1,0,0,0,0,0
rapture,n,0,0,1,0,0,0
rapturous,a,0,0,1,0,0,0
rascal,n,0,1,0,0,0,0
rash,a,0,1,0,0,0,0
rat,n,0,1,0,0,0,0
ration,v,0,1,0,0,0,0
rational,a,1,0,0,0,0,0
rattle,v,0,1,0,0,0,0
rave,v,1,0,0,0,0,0
reap,v,1,0,0,0,0,0
reasonable,a,1,0,0,0,0,0
reassure,v,1,0,0,0,0,0
rebel,n,0,1,0,0,0,0
rebel,v,0,1,0,0,0,0
rebellion,n,0,1,0,0,0,0
rebellious,a,0,1,0,0,0,0
rebuke,v,0,1,0,0,0,0
rebut,v,0,1,0,0,0,0
recalcitrant,a,0,1,0,0,0,0
recede,v,0,1,0,0,0,0
receptive,a,1,0,0,0,0,0
reckless,a,0,1,0,0,0,0
recklessness,n,0,1,0,0,0,0
reclaim,v,1,0,0,0,0,0
recline,v,1,0,0,0,0,0
reconcile,v,1,0,0,0,0,0
redeem,v,1,0,0,0,0,0
redundancy,n,0,1,0,0,0,0
redundant,a,0,1,0,0,0,0
reestablish,v,1,0,0,0,0,0
refine,v,1,0,0,0,0,0
refinement,n,1,0,0,0,0,0
refrain,v,0,1,0,0,0,0
refusal,n,0,1,0,0,0,0
regal,a,1,0,0,0,0,0
regardless,a,0,1,0,0,0,0
regress,v,0,1,0,0,0,0
regression,n,0,1,0,0,0,0
reinstate,v,1,0,0,0,0,0
relapse,v,0,1,0,0,0,0
relevancy,n,1,0,0,0,0,0
reliability,n,1,0,0,0,0,0
reliable,a,1,0,0,0,0,0
reluctant,a,0,1,0,0,0,0
remarkable,a,1,0,0,0,0,0
remodel,v,1,0,0,0,0,0
renovate,v,1,0,0,0,0,0
renown,n,1,0,0,0,0,0
repair,v,1,0,0,0,0,0
repeal,v,0,1,0,0,0,0
reprehensible,a,0,1,0,0,0,0
reproach,v,0,1,0,0,0,0
repulse,v,0,1,0,0,0,0
reputable,a,1,0,0,0,0,0
rescue,n,1,0,0,0,0,0
rescue,v,1,0,0,0,0,0
resentment,a,0,1,0,0,0,0
resolute,a,1,0,0,0,0,0
resolve,v,1,0,0,0,0,0
resourceful,a,1,0,0,0,0,0
resourcefulness,n,1,0,0,0,0,0
respectable,a,1,0,0,0,0,0
respectful,a,1,0,0,0,0,0
resplendent,a,1,0,0,0,0,0
responsibility,n,1,0,0,0,0,0
responsible,a,1,0,0,0,0,0
restore,v,1,0,0,0,0,0
restrict,v,0,1,0,0,0,0
restricting,a,0,1,0,0,0,0
resurrect,v,1,0,0,0,0,0
retaliate,v,0,1,0,0,0,0
retard,v,0,1,0,0,0,0
retreat,v,0,1,0,0,0,0
reunite,v,1,0,0,0,0,0
revenge,n,0,1,0,0,0,0
revere,v,1,0,0,0,0,0
reverent,a,1,0,0,0,0,0
revert,v,0,1,0,0,0,0
revitalize,v,1,0,0,0,0,0
revive,v,1,0,0,0,0,0
revoke,v,0,1,0,0,0,0
revolution,n,0,1,0,0,0,0
reward,v,1,0,0,0,0,0
rewarding,a,1,0,0,0,0,0
rich,a,1,0,0,0,0,0
richly,r,1,0,0,0,0,0
rid,v,0,1,0,0,0,0
right,v,1,0,0,0,0,0
righteous,a,1,0,0,0,0,0
rightful,a,1,0,0,0,0,0
rigid,a,0,1,0,0,0,0
rigorous,a,0,1,0,0,0,0
rip,v,0,1,0,0,0,0
ripen,v,1,0,0,0,0,0
rival,n,0,1,0,0,0,0
rival,v,0,1,0,0,0,0
rivalry,n,0,1,0,0,0,0
robber,n,0,1,0,0,0,0
robbery,n,0,1,0,0,0,0
robust,a,1,0,0,0,0,0
rogue,n,0,1,0,0,0,0
rosy,a,1,0,0,0,0,0
rotten,a,0,1,0,0,0,0
roundabout,a,0,1,0,0,0,0
rude,a,0,1,0,0,0,0
ruffian,n,0,1,0,0,0,0
ruin,n,0,1,0,0,0,0
ruin,v,0,1,0,0,0,0
ruined,a,0,1,0,0,0,0
ruinous,a,0,1,0,0,0,0
rumple,v,0,1,0,0,0,0
rusty,a,0,1,0,0,0,0
ruthless,a,0,1,0,0,0,0
ruthlessness,n,0,1,0,0,0,0
sabotage,v,0,1,0,0,0,0
sacred,a,1,0,0,0,0,0
safe,a,1,0,0,0,0,0
safeguard,v,1,0,0,0,0,0
safely,r,1,0,0,0,0,0
safety,n,1,0,0,0,0,0
sag,v,0,1,0,0,0,0
sage,a,1,0,0,0,0,0
salutary,a,1,0,0,0,0,0
salute,v,1,0,0,0,0,0
salvation,n,1,0,0,0,0,0
sanctify,v,1,0,0,0,0,0
sanitary,a,1,0,0,0,0,0
sarcasm,n,0,1,0,0,0,0
sarcastic,a,0,1,0,0,0,0
satisfactorily,a,1,0,0,0,0,0
satisfying,a,1,0,0,0,0,0
scald,v,0,1,0,0,0,0
scamper,v,1,0,0,0,0,0
scandalous,a,0,1,0,0,0,0
scheme,v,0,1,0,0,0,0
schmaltzy,a,0,1,0,0,0,0
schmalzy,a,0,1,0,0,0,0
scoff,v,0,1,0,0,0,0
scold,n,0,1,0,0,0,0
scold,v,0,1,0,0,0,0
scorch,v,0,1,0,0,0,0
scoundrel,n,0,1,0,0,0,0
scowl,v,0,1,0,0,0,0
scrape,v,0,1,0,0,0,0
screak,v,0,1,0,0,0,0
screaky,a,0,1,0,0,0,0
scream,n,0,1,0,0,0,0
scream,v,0,1,0,0,0,0
screaming,n,0,1,0,0,0,0
screaming,a,0,1,0,0,0,0
screech,n,0,1,0,0,0,0
screech,v,0,1,0,0,0,0
screeching,n,0,1,0,0,0,0
screechy,a,0,1,0,0,0,0
screw,v,0,1,0,0,0,0
scrupulous,a,1,0,0,0,0,0
scrutinize,v,0,1,0,0,0,0
scuffle,n,0,1,0,0,0,0
scum,n,0,1,0,0,0,0
scupper,v,0,1,0,0,0,0
secede,v,0,1,0,0,0,0
secrecy,n,0,0,1,0,0,0
secret,a,0,0,0,1,0,0
secure,a,1,0,0,0,0,0
securely,r,1,0,0,0,0,0
sedate,a,1,0,0,0,0,0
sedative,a,1,0,0,0,0,0
sedentary,a,0,1,0,0,0,0
seethe,v,0,1,0,0,0,0
segregation,n,0,1,0,0,0,0
seize,v,0,1,0,0,0,0
selective,a,1,0,0,0,0,0
self-contained,a,1,0,0,0,0,0
selfish,a,0,1,0,0,0,0
selfishness,a,0,1,0,0,0,0
senile,a,0,1,0,0,0,0
sensational,a,1,0,0,0,0,0
senseless,a,0,1,0,0,0,0
sensible,a,1,0,0,0,0,0
sequester,v,0,1,0,0,0,0
severity,n,0,1,0,0,0,0
shabby,a,0,1,0,0,0,0
shadow,v,0,1,0,0,0,0
shady,a,0,1,0,0,0,0
shaggy,a,0,1,0,0,0,0
shameless,a,0,1,0,0,0,0
shell,v,0,1,0,0,0,0
shelter,v,1,0,0,0,0,0
shield,v,1,0,0,0,0,0
shirk,v,0,1,0,0,0,0
shoddy,a,0,1,0,0,0,0
shortcoming,n,0,1,0,0,0,0
shortsighted,a,0,1,0,0,0,0
shout,v,0,0,0,0,0,0
shouting,n,0,0,1,0,0,0
shove,v,0,1,0,0,0,0
shred,v,0,1,0,0,0,0
shrew,n,0,1,0,0,0,0
shrewdness,n,1,0,0,0,0,0
shrill,a,0,1,0,0,0,0
shrivel,v,0,1,0,0,0,0
shrug,v,0,1,0,0,0,0
sickly,a,0,1,0,0,0,0
sickness,n,0,1,0,0,0,0
sidesplitter,n,0,0,1,0,0,0
sidestep,v,0,0,1,0,0,0
siege,n,0,1,0,0,0,0
significance,n,1,0,0,0,0,0
significant,a,1,0,0,0,0,0
signify,v,1,0,0,0,0,0
silly,a,0,0,1,0,0,0
simplicity,n,1,0,0,0,0,0
simplify,v,1,0,0,0,0,0
simplistic,a,0,1,0,0,0,0
sin,n,0,1,0,0,0,0
sin,v,0,1,0,0,0,0
sincerity,n,1,0,0,0,0,0
sinful,a,0,1,0,0,0,0
single-minded,a,0,1,0,0,0,0
single-mindedness,n,0,1,0,0,0,0
sketchy,a,0,1,0,0,0,0
skilled,a,1,0,0,0,0,0
skillful,a,1,0,0,0,0,0
skirmish,n,0,1,0,0,0,0
skulk,v,0,1,0,0,0,0
slander,v,0,1,0,0,0,0
slanderer,n,0,1,0,0,0,0
slanderous,a,0,1,0,0,0,0
slap,v,0,1,0,0,0,0
slayer,n,0,1,0,0,0,0
sleazy,a,0,1,0,0,0,0
sleek,a,1,0,0,0,0,0
sleepless,a,0,1,0,0,0,0
sloppy,a,0,1,0,0,0,0
sloth,n,0,1,0,0,0,0
slothful,a,0,1,0,0,0,0
slug,n,0,1,0,0,0,0
sluggish,a,0,1,0,0,0,0
sly,a,0,1,0,0,0,0
smart,a,1,0,0,0,0,0
smash,v,0,1,0,0,0,0
smear,v,0,1,0,0,0,0
smother,v,0,1,0,0,0,0
smuggle,v,0,1,0,0,0,0
snarl,v,0,1,0,0,0,0
snatch,v,0,1,0,0,0,0
sneer,v,0,1,0,0,0,0
sober,a,1,0,0,0,0,0
sociable,a,1,0,0,0,0,0
softness,n,1,0,0,0,0,0
sophisticated,a,1,0,0,0,0,0
sore,a,0,1,0,0,0,0
sought,v,1,0,0,0,0,0
sounder,a,1,0,0,0,0,0
soundness,n,1,0,0,0,0,0
sour,a,0,1,0,0,0,0
spank,v,0,1,0,0,0,0
sparkle,v,1,0,0,0,0,0
spear,v,0,1,0,0,0,0
speculative,a,0,0,1,0,0,0
speedily,a,1,0,0,0,0,0
speedily,r,1,0,0,0,0,0
spirited,a,0,0,0,0,0,0
splendor,n,1,0,0,0,0,0
splitting,a,0,1,0,0,0,0
spotless,a,1,0,0,0,0,0
sprightly,a,1,0,0,0,0,0
sputter,v,0,1,0,0,0,0
squander,v,0,1,0,0,0,0
stab,v,0,1,0,0,0,0
stability,n,1,0,0,0,0,0
stabilize,v,1,0,0,0,0,0
stable,a,1,0,0,0,0,0
stagnant,a,0,1,0,0,0,0
stale,a,0,1,0,0,0,0
stamp,v,0,1,0,0,0,0
standardize,v,1,0,0,0,0,0
startle,v,0,1,0,0,0,0
starve,v,0,0,1,0,0,0
statuesque,a,1,0,0,0,0,0
staunch,a,1,0,0,0,0,0
steadfast,a,1,0,0,0,0,0
steadfastness,n,1,0,0,0,0,0
steadily,r,1,0,0,0,0,0
steadiness,n,1,0,0,0,0,0
steal,n,0,1,0,0,0,0
steal,v,0,1,0,0,0,0
stern,a,0,1,0,0,0,0
stiffly,r,0,1,0,0,0,0
stiffness,n,0,0,1,0,0,0
stifle,v,0,1,0,0,0,0
stigma,n,0,1,0,0,0,0
stink,v,0,1,0,0,0,0
stolen,a,0,1,0,0,0,0
stormy,a,0,1,0,0,0,0
straggle,v,0,1,0,0,0,0
straightforward,a,1,0,0,0,0,0
strangle,v,0,1,0,0,0,0
stray,v,0,1,0,0,0,0
stress,v,0,1,0,0,0,0
stricken,a,0,1,0,0,0,0
stricter,a,0,1,0,0,0,0
strictly,r,0,1,0,0,0,0
strife,n,0,1,0,0,0,0
stringent,a,0,1,0,0,0,0
struggle,n,0,1,0,0,0,0
strut,v,1,0,0,0,0,0
stubbornly,a,0,1,0,0,0,0
studied,a,0,1,0,0,0,0
studious,a,1,0,0,0,0,0
stupendous,a,1,0,0,0,0,0
stupider,a,0,1,0,0,0,0
stupidity,n,0,1,0,0,0,0
stupidly,r,0,1,0,0,0,0
stylish,a,1,0,0,0,0,0
suave,a,1,0,0,0,0,0
submissive,a,0,1,0,0,0,0
subside,v,0,1,0,0,0,0
subsidize,v,1,0,0,0,0,0
subsist,v,1,0,0,0,0,0
substantiate,v,1,0,0,0,0,0
subvert,v,0,1,0,0,0,0
succeed,v,1,0,0,0,0,0
successful,a,1,0,0,0,0,0
succumb,v,0,1,0,0,0,0
sufficient,a,1,0,0,0,0,0
suffocate,v,0,1,0,0,0,0
suit,v,1,0,0,0,0,0
suitable,a,1,0,0,0,0,0
suited,a,1,0,0,0,0,0
sumptuous,a,1,0,0,0,0,0
sunder,v,0,1,0,0,0,0
superficial,a,0,1,0,0,0,0
superficiality,n,0,1,0,0,0,0
superfluous,a,0,1,0,0,0,0
superiority,n,1,0,0,0,0,0
superlative,a,1,0,0,0,0,0
superstition,n,0,1,0,0,0,0
superstitious,a,0,1,0,0,0,0
support,v,1,0,0,0,0,0
supported,a,1,0,0,0,0,0
supporting,n,1,0,0,0,0,0
supportive,a,1,0,0,0,0,0
suppression,n,0,1,0,0,0,0
supremely,r,1,0,0,0,0,0
surmount,v,1,0,0,0,0,0
surpass,v,1,0,0,0,0,0
survive,v,1,0,0,0,0,0
susceptible,a,0,1,0,0,0,0
suspect,n,0,1,0,0,0,0
suspend,v,0,1,0,0,0,0
sweeten,v,1,0,0,0,0,0
sweetly,r,1,0,0,0,0,0
swollen,a,0,0,1,0,0,0
swollen-headed,a,0,0,1,0,0,0
swore,v,0,1,0,0,0,0
symbolize,v,1,0,0,0,0,0
symmetry,n,1,0,0,0,0,0
symptom,n,0,1,0,0,0,0
taboo,a,0,1,0,0,0,0
taboo,n,0,0,1,0,0,0
taboo,v,0,0,1,0,0,0
tabu,n,0,0,1,0,0,0
tact,n,1,0,0,0,0,0
taint,v,0,1,0,0,0,0
talent,n,1,0,0,0,0,0
talented,a,1,0,0,0,0,0
tamper,v,0,1,0,0,0,0
tantrum,n,0,1,0,0,0,0
tardy,a,0,1,0,0,0,0
taste,n,1,0,0,0,0,0
tatter,v,0,1,0,0,0,0
taunt,n,0,1,0,0,0,0
tax,v,0,1,0,0,0,0
tear,v,0,1,0,0,0,0
temperate,a,1,0,0,0,0,0
tempest,n,0,1,0,0,0,0
temporarily,a,0,1,0,0,0,0
terrific,a,1,0,0,0,0,0
terrorism,n,0,1,0,0,0,0
terrorist,a,0,1,0,0,0,0
theft,n,0,1,0,0,0,0
therapeutic,a,1,0,0,0,0,0
thief,n,0,1,0,0,0,0
thin-skinned,a,0,1,0,0,0,0
thirst,v,0,0,1,0,0,0
thirsty,a,0,1,0,0,0,0
thorny,a,0,1,0,0,0,0
thorough,a,1,0,0,0,0,0
thoughtful,a,1,0,0,0,0,0
thoughtfulness,n,1,0,0,0,0,0
thoughtless,a,0,1,0,0,0,0
thoughtlessness,n,0,1,0,0,0,0
threat,n,0,1,0,0,0,0
thrift,n,1,0,0,0,0,0
thrifty,a,1,0,0,0,0,0
thrill,n,1,0,0,0,0,0
tired,a,0,1,0,0,0,0
toil,v,0,1,0,0,0,0
tolerant,a,1,0,0,0,0,0
tolerate,v,1,0,0,0,0,0
toleration,n,1,0,0,0,0,0
topmost,a,1,0,0,0,0,0
topple,v,0,1,0,0,0,0
trained,a,1,0,0,0,0,0
traitor,n,0,1,0,0,0,0
trample,v,0,1,0,0,0,0
transgress,v,0,1,0,0,0,0
trap,v,0,1,0,0,0,0
trashy,a,0,1,0,0,0,0
treacherous,a,0,1,0,0,0,0
treachery,n,0,1,0,0,0,0
treason,n,0,1,0,0,0,0
treasonous,a,0,1,0,0,0,0
treasure,n,1,0,0,0,0,0
treasure,v,1,0,0,0,0,0
treat,n,1,0,0,0,0,0
tremendous,a,1,0,0,0,0,0
trespass,v,0,1,0,0,0,0
trick,v,0,1,0,0,0,0
trivial,a,0,1,0,0,0,0
trouble,n,0,1,0,0,0,0
troublesome,a,0,1,0,0,0,0
truant,a,0,1,0,0,0,0
trudge,v,0,1,0,0,0,0
truly,r,1,0,0,0,0,0
trusted,a,1,0,0,0,0,0
trustworthiness,n,1,0,0,0,0,0
truth,n,1,0,0,0,0,0
truthful,a,1,0,0,0,0,0
turmoil,n,0,1,0,0,0,0
twitch,v,0,1,0,0,0,0
tyranny,n,0,1,0,0,0,0
ugly,a,0,1,0,0,0,0
ultimatum,n,0,1,0,0,0,0
unaccustomed,a,0,1,0,0,0,0
unattractive,a,0,1,0,0,0,0
unauthentic,a,0,1,0,0,0,0
unbalanced,a,0,1,0,0,0,0
unbelievable,a,0,1,0,0,0,0
unbend,v,0,1,0,0,0,0
unbendable,a,0,1,0,0,0,0
unbiased,a,1,0,0,0,0,0
unbiassed,a,1,0,0,0,0,0
unbound,a,1,0,0,0,0,0
unbroken,a,1,0,0,0,0,0
uncivil,a,0,1,0,0,0,0
uncivilised,a,0,1,0,0,0,0
uncivilized,a,0,1,0,0,0,0
unclean,a,0,1,0,0,0,0
uncouth,a,0,1,0,0,0,0
undependability,n,0,1,0,0,0,0
undependable,a,0,1,0,0,0,0
undermine,v,0,1,0,0,0,0
understandable,a,1,0,0,0,0,0
understood,v,1,0,0,0,0,0
undesirable,a,0,1,0,0,0,0
undignified,a,0,1,0,0,0,0
undoubted,a,1,0,0,0,0,0
uneconomical,a,0,1,0,0,0,0
unemployed,a,0,1,0,0,0,0
uneven,a,0,1,0,0,0,0
unexpectedly,r,0,1,0,0,0,0
unfair,a,0,1,0,0,0,0
unfaithful,a,0,1,0,0,0,0
unfamiliar,a,0,1,0,0,0,0
unfavorable,a,0,1,0,0,0,0
unfeeling,a,0,1,0,0,0,0
unforeseen,a,0,1,0,0,0,0
unforgettable,a,1,0,0,0,0,0
unfortunately,r,0,1,0,0,0,0
ungrateful,a,0,1,0,0,0,0
unguarded,a,0,1,0,0,0,0
unhealthy,a,0,1,0,0,0,0
unhurried,a,1,0,0,0,0,0
unimpeachable,a,1,0,0,0,0,0
unimportant,a,0,1,0,0,0,0
uninformed,a,0,1,0,0,0,0
unity,n,1,0,0,0,0,0
unjust,a,0,1,0,0,0,0
unjustified,a,0,1,0,0,0,0
unkind,a,0,1,0,0,0,0
unlawful,a,0,1,0,0,0,0
unlimited,a,1,0,0,0,0,0
unmoved,a,0,1,0,0,0,0
unnatural,a,0,1,0,0,0,0
unnecessary,a,0,1,0,0,0,0
unnoticed,a,0,1,0,0,0,0
unobserved,a,0,1,0,0,0,0
unpleasant,a,0,1,0,0,0,0
unpopular,a,0,1,0,0,0,0
unprofitable,a,0,1,0,0,0,0
unqualified,a,0,1,0,0,0,0
unreasonable,a,0,1,0,0,0,0
unreliability,n,0,1,0,0,0,0
unreliable,a,0,1,0,0,0,0
unrest,n,0,1,0,0,0,0
unruly,a,0,1,0,0,0,0
unsatisfactory,a,0,1,0,0,0,0
unscrupulous,a,0,1,0,0,0,0
unselfish,a,1,0,0,0,0,0
unsound,a,0,1,0,0,0,0
unstable,a,0,1,0,0,0,0
unsteadiness,n,0,1,0,0,0,0
unsuccessful,a,0,1,0,0,0,0
untimely,a,0,1,0,0,0,0
untouched,a,1,0,0,0,0,0
untrained,a,0,1,0,0,0,0
untrustworthy,a,0,1,0,0,0,0
untruth,a,0,1,0,0,0,0
unwilling,a,0,1,0,0,0,0
unwillingness,n,0,1,0,0,0,0
unworthy,a,0,1,0,0,0,0
upfront,a,1,0,0,0,0,0
upgrade,v,0.5,0,0,0,0,0
uprising,n,0,1,0,0,0,0
uproot,v,0,1,0,0,0,0
usable,a,1,0,0,0,0,0
useful,a,1,0,0,0,0,0
usefulness,n,1,0,0,0,0,0
useless,a,0,1,0,0,0,0
usurp,v,0,1,0,0,0,0
utilitarian,a,1,0,0,0,0,0
utilize,v,1,0,0,0,0,0
uttermost,a,1,0,0,0,0,0
valiant,a,1,0,0,0,0,0
validity,n,1,0,0,0,0,0
valor,n,1,0,0,0,0,0
valuable,a,1,0,0,0,0,0
valued,a,1,0,0,0,0,0
vanish,v,0,1,0,0,0,0
vehement,a,0,1,0,0,0,0
venerable,a,1,0,0,0,0,0
venerate,v,1,0,0,0,0,0
vengeance,n,0,1,0,0,0,0
venom,n,0,1,0,0,0,0
verify,v,1,0,0,0,0,0
veritable,a,1,0,0,0,0,0
versatile,a,1,0,0,0,0,0
versatility,n,1,0,0,0,0,0
vexing,a,0,1,0,0,0,0
viability,n,1,0,0,0,0,0
viable,a,1,0,0,0,0,0
victorious,a,1,0,0,0,0,0
vie,v,0,1,0,0,0,0
villain,n,0,1,0,0,0,0
violate,v,0,1,0,0,0,0
violation,n,0,1,0,0,0,0
viper,n,0,1,0,0,0,0
virtue,n,1,0,0,0,0,0
virtuous,a,1,0,0,0,0,0
vitality,n,1,0,0,0,0,0
vivacious,a,1,0,0,0,0,0
volatile,a,0,1,0,0,0,0
voluntary,a,1,0,0,0,0,0
vouchsafe,v,1,0,0,0,0,0
vulgar,a,0,1,0,0,0,0
wane,v,0,1,0,0,0,0
wanton,a,0,1,0,0,0,0
warlike,a,0,1,0,0,0,0
warmer,a,1,0,0,0,0,0
warmest,a,1,0,0,0,0,0
warmly,r,1,0,0,0,0,0
warmth,n,1,0,0,0,0,0
warp,v,0,1,0,0,0,0
waste,n,0,1,0,0,0,0
wasteful,a,0,1,0,0,0,0
wastefulness,n,0,1,0,0,0,0
wayward,a,0,1,0,0,0,0
weaken,v,0,1,0,0,0,0
wee,a,0,1,0,0,0,0
weed,n,0,1,0,0,0,0
weird,a,0,1,0,0,0,0
welcome,v,1,0,0,0,0,0
wench,n,0,1,0,0,0,0
whack,v,0,1,0,0,0,0
wholesome,a,1,0,0,0,0,0
wicked,a,0,1,0,0,0,0
wickedness,n,0,1,0,0,0,0
wilder,a,0,1,0,0,0,0
wildest,a,0,1,0,0,0,0
wildly,r,0,1,0,0,0,0
willful,a,1,0,0,0,0,0
willpower,n,1,0,0,0,0,0
wilt,v,0,1,0,0,0,0
wily,a,0,1,0,0,0,0
wisdom,n,1,0,0,0,0,0
wisely,r,1,0,0,0,0,0
wiser,a,1,0,0,0,0,0
wisest,a,1,0,0,0,0,0
witchcraft,n,0,1,0,0,0,0
withheld,v,0,1,0,0,0,0
withhold,v,0,1,0,0,0,0
witty,a,1,0,0,0,0,0
wonderful,a,1,0,0,0,0,0
wondrous,a,1,0,0,0,0,0
workable,a,1,0,0,0,0,0
workmanship,n,1,0,0,0,0,0
world-famous,a,1,0,0,0,0,0
worsen,v,0,1,0,0,0,0
worthiness,a,1,0,0,0,0,0
worthless,a,0,1,0,0,0,0
wounded,a,0,1,0,0,0,0
wreck,v,0,1,0,0,0,0
wrestle,v,0,1,0,0,0,0
wretch,v,0,1,0,0,0,0
wrong,v,0,1,0,0,0,0
wrongful,a,0,1,0,0,0,0
wrongly,r,0,1,0,0,0,0
wrought,a,0,1,0,0,0,0
yawn,v,0,1,0,0,0,0
yelp,v,0,1,0,0,0,0
unassuming,a,1,0,0,0,0,0
buzz,v,1,0,0,0,0,0
myriad,n,0,0,1,0,0,0
intuitive,a,1,0,0,0,0,0
dexterous,a,1,0,0,0,0,0
numerous,a,0,0,1,0,0,0
pivotal,a,1,0,0,0,0,0
seamless,a,1,0,0,0,0,0
realistic,a,1,0,0,0,0,0
renowned,a,1,0,0,0,0,0
hand-selected,a,0,0,1,0,0,0
popular,a,1,0,0,0,0,0
up-and-coming,a,1,0,0,0,0,0
rife,a,1,0,0,0,0,0
deserving,a,1,0,0,0,0,0
consummate,a,1,0,0,0,0,0
trendy,a,1,0,0,0,0,0
savvy,a,1,0,0,0,0,0
savvy,n,1,0,0,0,0,0
perfect,a,1,0,0,0,0,0
promptly,r,1,0,0,0,0,0
healthy,a,1,0,0,0,0,0
hurriedly,r,0,0,1,0,0,0
huge,a,0,0,1,0,0,0
dramatic,a,0,0,1,0,0,0
interestingly,r,0,0,1,0,0,0
contentious,a,0,1,0,0,0,0
better,r,1,0,0,0,0,0
savagely,r,0,1,0,0,0,0
legitimate,a,1,0,0,0,0,0
game-changer,n,1,0,0,0,0,0
slight,a,0,0,1,0,0,0
freaking,a,0,0,1,0,0,0
gaunt,a,0,0,1,0,0,0
penalize,v,0,1,0,0,0,0
favorite,a,1,0,0,0,0,0
fascinating,a,1,0,0,0,0,0
hero,n,1,0,0,0,0,0
problem,n,0,1,0,0,0,0
problematic,a,0,1,0,0,0,0
unrealistic,a,0,1,0,0,0,0
slow,a,0,0,0,0,0.5,0
fast,a,0,0,0,0,0.5,0
different,a,0,0,0,0,0.5,0
airheaded,a,0,1,0,0,0,0
blithe,a,0,0,0,1,0,0
blithesome,a,0,0,0,1,0,0
dizzy,a,0,0,0,1,0,0
empty-headed,a,0,1,0,0,0,0
featherbrained,a,0,1,0,0,0,0
quickly,r,0,0,0,0,0.5,0
quick,a,0,0,0,0,0.5,0
low,a,0,0,0,0,0.5,0
appreciate,v,0,0,0,0,0,1
whopping,a,1,0,0,0,0,0
fancy,a,0,0,0,1,0,0
sustainable,a,0,0,1,0,0,0
likely,a,0,0,1,0,0,0
massive,a,0,0,0,1,0,0
