poslist[key],positive,negative,sentiment,ambiguous,entity,negation,acceptance,anger,anticipation,disgust,fear,guilt,interest,joy,sadness,shame,surprise
loose/JJ cannon/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loose/JJ end/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loose/JJ ends/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lord/NN of/IN the/DT flies/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lord/NNP 's/POS Supper/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lose/VB face/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lose/VB it/PRP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lose/VB SBJ$ head/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lose/VB SBJ$ marbles/NNS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lose/VB SBJ$ mind/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lose/VB SBJ$ shirt/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lose/VB SBJ$ temper/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lose/VB SBJ$ touch/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lose/VB the/DT number/NN of/IN SBJ$ mess/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lose/VB the/DT plot/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lose/VB touch/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lost/VBN cause/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lost/VBN errand/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
louse/VB up/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
love/NN is/VBZ blind/JJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
love/NN nest/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
love/VB to/TO bits/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
love/VB up/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
low/JJ blow/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
low/JJ blows/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
low/JJ road/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lower/VB the/DT boom/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lower/VB the/DT boom/NN on/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
low-hanging/JJ fruit/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lubrication/NN payment/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
luck/VB out/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lucky/JJ break/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lucky/JJ dip/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lump/NN in/IN SBJ$ throat/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lump/NN to/TO SBJ$ throat/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mad/JJ as/IN a/DT March/NNP hare/.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mad/JJ money/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magic/JJ bullet/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Main/NNP Street/NNP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/NN tracks/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB a/DT decision/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB a/DT fool/NN of/IN SBJ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB a/DT go/NN of/IN it/PRP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB a/DT killing/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB a/DT leg/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB a/DT living/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB a/DT meal/NN of/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB a/DT monkey/NN out/IN of/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB a/DT mountain/NN out/IN of/IN a/DT molehill/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB a/DT name/NN for/IN SBJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB a/DT pig/NN 's/POS ear/NN of/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB a/DT point/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB a/DT pug/JJ face/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB a/DT pug-face/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB a/DT splash/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB a/DT stink/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB a/DT virtue/NN of/IN necessity/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB amends/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB an/DT example/NN of/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB an/DT exhibition/NN of/IN SBJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB an/DT honest/JJ woman/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB believe/VB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB book/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB ends/NNS meet/VB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB fun/NN of/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB game/NN of/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB hay/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB hay/NN while/IN the/DT sun/NN shines/VBG,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB head/NN or/CC tail/NN of/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB headway/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB it/PRP big/JJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB it/PRP snappy/JJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB it/PRP up/RP as/IN SBJ go/VB along/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB light/NN of/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB no/DT bones/NNS about/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB out/RP like/IN a/DT bandit/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB quick/JJ work/NN of/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB SBJ$ day/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB SBJ$ skin/NN crawl/VB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB SBJ$ teeth/NNS itch/VB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB sense/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB short/JJ work/NN of/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB the/DT cut/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB the/DT grade/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB the/DT most/JJS of/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB the/DT welkin/NN ring/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB up/RP SBJ$ mind/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VB waves/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make/VBP SBJ scarce/JJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mama/NN 's/POS boy/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
man/NN of/IN few/JJ words/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
man/VB up/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
managerial/NN inbreeding/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manoeuvre/NN the/DT apostles/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
many/JJ happy/JJ returns/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mark/VB my/PRP$ words/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"marry/VB in/IN haste/NN ,/, repent/VBD at/IN leisure/NN",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary/NNP Celeste/NNP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
match/NN made/VBD in/IN heaven/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
match/NN made/VBD in/IN hell/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matter/NN of/IN course/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matter/NN of/IN fact/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
me/PRP three/CD,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meal/NN ticket/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meals/NNS on/IN wheels/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mean/VB the/DT world/NN to/TO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
measure/VB up/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meat/NN market/NN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
meat/NN rack/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meatball/NN surgery/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meet/VB SBJ$ maker/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
melon/NN head/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
melting/NN pot/NN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
member/NN for/IN Barkshire/NNP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memory/NN lane/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mend/VB fences/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mend/VB SBJ$ ways/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merry/NNP Andrew/NNP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mess/VB around/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mess/VB up/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mess/VB with/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mickey/NNP Mouse/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Midas/NNP touch/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
middle/JJ ground/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
middle/NN of/IN nowhere/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
middle/NN of/IN the/DT road/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
milk/VB it/PRP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mills/NNS of/IN the/DT gods/NNS grind/VB slowly/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mince/VB words/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mind/VB SBJ$ own/JJ business/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mind/VB SBJ$ p/NN 's/POS and/CC q/NNP 's/POS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mind/VB the/DT store/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mine/NN arse/NN on/IN a/DT bandbox/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miner/NN 's/POS canary/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miners/NNS '/POS canary/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mint/NN condition/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miss/NNP Right/NNP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miss/VB the/DT boat/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miss/VB the/DT mark/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mister/NNP Right/NNP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mix/VB apples/NNS and/CC oranges/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mixed/JJ bag/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mixed/JJ blessing/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mixed/JJ message/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
modus/NN operandi/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moment/NN of/IN truth/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monday-morning/NNP quarterback/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
money/NN do/VB n't/RB grow/VB on/IN trees/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
money/NN for/IN old/JJ rope/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
money/NN maker/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
monkey/NN business/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
monkey/NN on/IN SBJ$ back/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
monkey/NN wrench/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
monkey/VB around/RB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monopoly/NN money/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
month/NN of/IN Sundays/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moon/NN on/IN a/DT stick/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mop/VB the/DT floor/NN with/IN SBJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moral/JJ high/JJ ground/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more/RBR cry/NN than/IN wool/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more/RBR equal/JJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more/RBR like/IN it/PRP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"morning/NN ,/, noon/NN and/CC night/NN",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
morning/NN person/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mother/NN hen/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
motor/NN mouth/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mouse/NN potato/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mouth/NN breather/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mouthful/NN of/IN marbles/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
move/VB heaven/NN and/CC earth/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
move/VB house/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
move/VB on/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
move/VB the/DT goal/NN posts/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
move/VB the/DT goalposts/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mover/NN and/CC shaker/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
much/RB of/IN a/DT muchness/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
muckety/NN muck/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mug/NN 's/POS game/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mum/NN 's/POS the/DT word/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murder/NN will/NN out/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
music/NN to/TO SBJ$ ear/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mutual/JJ admiration/NN society/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
my/PRP$ lips/NNS is/VB seal/VB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
my/PRP$ way/NN or/CC the/DT highway/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
myope/NN comme/NN une/NN taupe/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nail/NN biter/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nail/VB down/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naked/JJ ape/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naked/JJ as/IN a/DT jaybird/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
narrow/VB down/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
near/IN the/DT knuckle/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neck/NN and/CC neck/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neck/NN of/IN the/DT woods/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
necker/NN 's/POS knob/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
necktie/NN party/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
needle/NN in/IN a/DT haystack/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
needless/JJ to/TO say/VB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neither/CC here/RB nor/CC there/EX,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neither/DT fish/NN nor/CC fowl/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nervous/JJ as/IN a/DT cat/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nervous/JJ hit/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
never/RB in/IN a/DT million/CD years/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
never/RB in/IN a/DT month/NN of/IN Sundays/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new/JJ school/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nice/JJ guy/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nickel/NN and/CC dime/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
night/NN owl/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
night/NN person/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nine/CD day/NN wonder/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nine/CD lives/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nip/NN and/CC tuck/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nip/NN in/IN the/DT bud/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no/DT biggie/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no/DT dice/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no/DT frills/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no/DT glove/NN ,/, no/DT love/NN",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no/DT great/JJ shakes/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no/DT holds/NNS barr/VB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no/DT ifs/NNS ,/, ands/NNS ,/, or/CC buts/NNS",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no/DT joy/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no/DT love/NN lost/VBN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no/DT nevermind/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no/DT pressure/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no/DT prize/NN for/IN guessing/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no/DT screaming/VBG hell/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no/DT skin/NN off/IN my/PRP$ back/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no/DT slave/NN to/TO fashion/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no/DT slouch/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no/DT smoke/NN without/IN fire/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no/DT spring/NN chicken/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no/DT strings/NNS attach/VB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no/DT sweat/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no/DT two/CD ways/NNS about/IN it/PRP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nose/NN candy/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nose/NN test/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nose/NN to/TO the/DT grindstone/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nosebleed/JJ seat/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not/RB a/DT chance/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not/RB a/DT pretty/JJ sight/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not/RB a/DT sausage/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not/RB a/DT zack/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not/RB all/DT it/PRP 's/VB crack/VB up/RP to/TO be/VB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not/RB at/IN all/DT,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
not/RB bad/JJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not/RB be/VB catch/VB dead/JJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not/RB cricket/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not/RB give/VB a/DT monkey/NN 's/POS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not/RB half/DT bad/JJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not/RB have/VB a/DT leg/NN to/TO stand/VB on/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not/RB have/VB the/DT faintest/JJS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not/RB in/IN Kansas/NNP anymore/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not/RB leave/VB SBJ$ thoughts/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not/RB long/RB for/IN this/DT world/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not/RB much/RB of/IN anything/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not/RB on/IN your/PRP$ life/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not/RB on/IN your/PRP$ nelly/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not/RB on/IN your/PRP$ tintype/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not/RB the/DT end/NN of/IN the/DT world/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not/RB win/VB for/IN losing/VBG,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not/RB worth/JJ a/DT brass/NN farthing/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not/RB worth/JJ a/DT dime/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not/RB worth/JJ a/DT plug/NN nickel/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nothing/NN flat/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nothing/NN special/JJ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nothing/NN to/TO it/PRP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nothing/NN to/TO sneeze/NN at/IN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nothing/NN to/TO write/VB home/NN about/IN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
now/RB and/CC then/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
now/RB you/PRP 're/VB cook/VB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
now/RB you/PRP 're/VB talk/VB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nudge/NN nudge/NN wink/NN wink/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nugget/NN of/IN truth/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
number/NN games/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
number/NN one/CD,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
number/NN one/CD with/IN a/DT bullet/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
